0x487d70	CellClass::TryAssignJumpjet	FUNC
0x488280	CheckListClass::CheckListClass	FUNC
0x488690	GadgetClass::MarkListToRedraw	FUNC
0x4886a0	GadgetClass::IsToRedraw	FUNC
0x488760	ColorListClass::ColorListClass	FUNC
0x48dcd0	TechnoTypeClass::GetByTypeAndIndex	FUNC
0x48e520	ControlClass::ControlClass	FUNC
0x48e570	ControlClass::ControlClass	FUNC
0x48e650	GadgetClass::PeerToPeer	FUNC
0x48e740	ConvertClass::ConvertClass	FUNC
0x490b90	ConvertClass::SelectPlainBlitter	FUNC
0x490e50	ConvertClass::SelectRLEBlitter	FUNC
0x4a1c10	CRCEngine::operator	FUNC
0x4a1ca0	CRCEngine::operator	FUNC
0x4a1d30	CRCEngine::operator	FUNC
0x4a1d50	CRCEngine::operator	FUNC
0x4a1d70	CRCEngine::operator	FUNC
0x4a1d90	CRCEngine::operator	FUNC
0x4a1de0	CRCEngine::operator	FUNC
0x4a3890	FileClass::ReadWholeFile	FUNC
0x4a50f0	unknown	FUNC
0x4a5150	unknown	FUNC
0x4a51f0	unknown	FUNC
0x4a5240	unknown	FUNC
0x4a5290	unknown	FUNC
0x4a52f0	unknown	FUNC
0x4a5360	unknown	FUNC
0x4a71a0	DiskLaserClass::Fire	FUNC
0x4a7900	DiskLaserClass::PointerGotInvalid	FUNC
0x4a7a30	DiskLaserClass::DiskLaserClass	FUNC
0x4a80d0	CDDriveManagerClass::GetCDNumber	FUNC
0x4a8bf0	DisplayClass::SetActiveFoundation	FUNC
0x4a8eb0	DisplayClass::PassesProximityCheck	FUNC
0x4a94f0	DisplayClass::FoundationBoundsSize	FUNC
0x4a95a0	DisplayClass::MarkFoundation	FUNC
0x4a9720	DisplayClass::Submit	FUNC
0x4a9770	DisplayClass::Remove	FUNC
0x4aa2b0	MapClass::NextObject	FUNC
0x4aa440	MapClass::PickCellOnEdge	FUNC
0x4ac660	MapClass::SetSellMode	FUNC
0x4ac700	MapClass::SetWaypointMode	FUNC
0x4ac820	MapClass::SetTogglePowerMode	FUNC
0x4ac8c0	MapClass::SetRepairMode	FUNC
0x4ac960	MapClass::SetPlaceBeaconMode	FUNC
0x4ae290	MapClass::CenterMap	FUNC
0x4aeba0	GadgetClass::GetID	FUNC
0x4af540	DriveLocomotionClass::DriveLocomotionClass	FUNC
0x4b4e10	DropListClass::DropListClass	FUNC
0x4b5630	ShapeButtonClass::SetShape	FUNC
0x4b5780	GadgetClass::Clicked	FUNC
0x4b5ab0	DropPodLocomotionClass::DropPodLocomotionClass	FUNC
0x4b69b0	BaseClass::DropshipStruct	FUNC
0x4b69d0	BaseClass::~DropshipStruct	FUNC
0x4c1e10	EBolt::EBolt	FUNC
0x4c1e50	EBolt::ClearOwner	FUNC
0x4c2a60	EBolt::Fire	FUNC
0x4c2b40	EBolt::GetSourceCoords	FUNC
0x4c2bd0	EBolt::SetOwner	FUNC
0x4c2c10	EBolt::~EBolt	FUNC
0x4c2fc0	EditClass::ControlClass	FUNC
0x4c52b0	EMPulseClass::EMPulseClass	FUNC
0x4c6210	EvadeClass::Do	FUNC
0x4c65a0	EventClass::EventClass	FUNC
0x4c65e0	EventClass::EventClass	FUNC
0x4c6650	EventClass::EventClass	FUNC
0x4c66c0	EventClass::EventClass	FUNC
0x4c6780	EventClass::EventClass	FUNC
0x4c6800	EventClass::EventClass	FUNC
0x4c6860	EventClass::EventClass	FUNC
0x4c68e0	EventClass::EventClass	FUNC
0x4c6970	EventClass::EventClass	FUNC
0x4c69e0	EventClass::EventClass	FUNC
0x4c6a60	EventClass::EventClass	FUNC
0x4c6ae0	EventClass::EventClass	FUNC
0x4c6b60	EventClass::EventClass	FUNC
0x4c6be0	EventClass::EventClass	FUNC
0x4c6c50	EventClass::EventClass	FUNC
0x4c9220	FacingClass::SetDesired	FUNC
0x4c9480	FacingClass::IsRotating	FUNC
0x4c94b0	FacingClass::IsRotatingCW	FUNC
0x4c94f0	FacingClass::IsRotatingCCW	FUNC
0x4c98b0	FactoryClass::FactoryClass	FUNC
0x4c9c60	FactoryClass::HasProgressChanged	FUNC
0x4c9c70	FactoryClass::DemandProduction	FUNC
0x4c9e10	FactoryClass::SetObject	FUNC
0x4c9e60	FactoryClass::Suspend	FUNC
0x4c9ea0	FactoryClass::Unsuspend	FUNC
0x4c9fb0	FactoryClass::GetBuildTimeFrames	FUNC
0x4c9ff0	FactoryClass::AbandonProduction	FUNC
0x4ca120	FactoryClass::GetProgress	FUNC
0x4ca130	FactoryClass::IsDone	FUNC
0x4ca180	FactoryClass::GetCostPerStep	FUNC
0x4ca1a0	FactoryClass::CompletedProduction	FUNC
0x4ca5a0	FactoryClass::StartProduction	FUNC
0x4ca620	FactoryClass::RemoveOneFromQueue	FUNC
0x4ca670	FactoryClass::CountTotal	FUNC
0x4ca6b0	FactoryClass::IsQueued	FUNC
0x4cb580	FieldClass::FieldClass	FUNC
0x4cb5e0	FieldClass::FieldClass	FUNC
0x4cb640	FieldClass::FieldClass	FUNC
0x4cb6a0	FieldClass::FieldClass	FUNC
0x4cb700	FieldClass::FieldClass	FUNC
0x4cb760	FieldClass::FieldClass	FUNC
0x4cb7c0	FieldClass::FieldClass	FUNC
0x4cb830	FieldClass::FieldClass	FUNC
0x4cb890	FieldClass::~FieldClass	FUNC
0x4cb8b0	FieldClass::HostToNet	FUNC
0x4cb920	FieldClass::NetToHost	FUNC
0x4cbba0	FootClass::FindPath	FUNC
0x4cc770	PassengersClass::Update	FUNC
0x4cc9a0	FlyLocomotionClass::LocomotionClass	FUNC
0x4d31e0	FootClass::FootClass	FUNC
0x4d3920	FootClass::UpdatePathfinding	FUNC
0x4d6aa0	FootClass::Mission_AreaGuard	FUNC
0x4d9920	FootClass::GreatestThreat	FUNC
0x4da0e0	FootClass::QueueNavigationList	FUNC
0x4da1c0	FootClass::ClearNavigationList	FUNC
0x4da230	FootClass::CanBeRecruited	FUNC
0x4dcfe0	FootClass::MoveToTiberium	FUNC
0x4ddb90	FootClass::MoveToWeed	FUNC
0x4de630	FootClass::EnterAsPassenger	FUNC
0x4de670	FootClass::RemovePassenger	FUNC
0x4de710	FootClass::RemoveFirstPassenger	FUNC
0x4df0d0	FootClass::AbortMotion	FUNC
0x4e00b0	FootClass::Jumpjet_OccupyCell	FUNC
0x4e12f0	GadgetClass::GadgetClass	FUNC
0x4e1340	GadgetClass::GadgetClass	FUNC
0x4e1390	GadgetClass::~GadgetClass	FUNC
0x4e13f0	GadgetClass::Clicked	FUNC
0x4e1450	GadgetClass::Enable	FUNC
0x4e1460	GadgetClass::Disable	FUNC
0x4e1480	GadgetClass::Remove	FUNC
0x4e14a0	GadgetClass::GetNext	FUNC
0x4e14b0	GadgetClass::GetPrev	FUNC
0x4e14c0	GadgetClass::DeleteList	FUNC
0x4e1510	GadgetClass::OnMouseEnter	FUNC
0x4e1520	GadgetClass::OnMouseLeave	FUNC
0x4e1530	GadgetClass::Action	FUNC
0x4e1550	GadgetClass::Draw	FUNC
0x4e1570	GadgetClass::DrawAll	FUNC
0x4e15a0	GadgetClass::ExtractGadgetAt	FUNC
0x4e1640	GadgetClass::Input	FUNC
0x4e1920	GadgetClass::ExtractGadget	FUNC
0x4e1960	GadgetClass::MarkRedraw	FUNC
0x4e1970	GadgetClass::StickyProcess	FUNC
0x4e19a0	GadgetClass::SetFocus	FUNC
0x4e19d0	GadgetClass::KillFocus	FUNC
0x4e19f0	GadgetClass::IsFocused	FUNC
0x4e1a00	GadgetClass::IsListToRedraw	FUNC
0x4e1a20	GadgetClass::SetPosition	FUNC
0x4e1a40	GadgetClass::SetDimension	FUNC
0x4e2500	GaugeClass::ControlClass	FUNC
0x4e2a50	TriColorGaugeClass::GaugeClass	FUNC
0x4e6070	CDDriveManagerClass::CDDriveManagerClass	FUNC
0x4e7de0	VersionClass::~VersionClass	FUNC
0x4f42f0	MapClass::RedrawSidebar	FUNC
0x4f4480	GScreenClass::Render	FUNC
0x4f54a0	HouseClass::HouseClass	FUNC
0x4f6e70	HouseClass::GetStoragePercentage	FUNC
0x4f6ec0	HouseClass::AssignHandicap	FUNC
0x4f7870	HouseClass::CanBuild	FUNC
0x4f83c0	HouseClass::GetFactoryProducing	FUNC
0x4f93e0	HouseClass::BuildingUnderAttack	FUNC
0x4f9610	HouseClass::GiveTiberium	FUNC
0x4f9750	HouseClass::GetWeedStoragePercentage	FUNC
0x4f9790	HouseClass::TakeMoney	FUNC
0x4f9950	HouseClass::GiveMoney	FUNC
0x4f9970	HouseClass::UpdateAllSilos	FUNC
0x4f9a10	HouseClass::IsAlliedWith	FUNC
0x4f9a50	HouseClass::IsAlliedWith	FUNC
0x4f9a90	HouseClass::IsAlliedWith	FUNC
0x4f9af0	HouseClass::IsAlliedWith	FUNC
0x4f9b50	HouseClass::MakeAlly	FUNC
0x4f9b70	HouseClass::MakeAlly	FUNC
0x4f9f90	HouseClass::MakeEnemy	FUNC
0x4fae50	HouseClass::Fire_SW	FUNC
0x4fb6b0	HouseClass::RegisterJustBuilt	FUNC
0x4fb920	HouseClass::SDDTORAllAndTriggers	FUNC
0x4fbe40	HouseClass::UpdateFlagCoords	FUNC
0x4fbf60	HouseClass::DroppedFlag	FUNC
0x4fc060	HouseClass::PickedUpFlag	FUNC
0x4fc0b0	HouseClass::AcceptDefeat	FUNC
0x4fc6d0	HouseClass::DestroyAll	FUNC
0x4fc790	HouseClass::DestroyAllBuildings	FUNC
0x4fc820	HouseClass::DestroyAllNonBuildingsNonNaval	FUNC
0x4fc8d0	HouseClass::DestroyAllNonBuildingsNaval	FUNC
0x4fc980	HouseClass::FlagToDie	FUNC
0x4fc9e0	HouseClass::Win	FUNC
0x4fcbd0	HouseClass::Lose	FUNC
0x4fcdc0	HouseClass::ForceEnd	FUNC
0x4fce30	HouseClass::GetPowerPercentage	FUNC
0x4fce80	HouseClass::SellWall	FUNC
0x4fd060	HouseClass::FindBuildingOfType	FUNC
0x4fe3e0	HouseClass::AI_BaseConstructionUpdate	FUNC
0x4fea60	HouseClass::AI_VehicleConstructionUpdate	FUNC
0x4ff550	HouseClass::RemoveTracking	FUNC
0x4ff700	HouseClass::AddTracking	FUNC
0x500510	HouseClass::GetPrimaryFactory	FUNC
0x500850	HouseClass::SetPrimaryFactory	FUNC
0x501540	HouseClass::CanAlly	FUNC
0x501640	HouseClass::AllyAIHouses	FUNC
0x501ac0	HouseClass::PickRandomCellInZone	FUNC
0x5023b0	HouseClass::GetPlanningWaypointAt	FUNC
0x502460	HouseClass::GetPlanningWaypointProperties	FUNC
0x5025f0	HouseClass::RegisterLoss	FUNC
0x502a80	HouseClass::RegisterGain	FUNC
0x504740	HouseClass::EnsurePlanningPathExists	FUNC
0x504790	HouseClass::UpdateAngerNodes	FUNC
0x5051e0	HouseClass::FirstBuildableFromArray	FUNC
0x505360	HouseClass::AllPrerequisitesAvailable	FUNC
0x508c30	HouseClass::UpdatePower	FUNC
0x509130	HouseClass::AcquiredThreatNode	FUNC
0x509140	HouseClass::Update_FactoriesQueues	FUNC
0x509400	HouseClass::AdjustThreats	FUNC
0x5098f0	HouseClass::AI_TryFireSW	FUNC
0x509cd0	HouseClass::Fire_ParaDrop	FUNC
0x509e00	HouseClass::Fire_LightningStorm	FUNC
0x509f60	HouseClass::Fire_GenMutator	FUNC
0x50a150	HouseClass::Fire_PsyDom	FUNC
0x50b1d0	HouseClass::AISupers	FUNC
0x50b6f0	HouseClass::IsControlledByCurrentPlayer	FUNC
0x50b730	HouseClass::IsControlledByHuman	FUNC
0x50bc90	HouseClass::CreatePowerOutage	FUNC
0x50bcd0	HouseClass::CreateRadarOutage	FUNC
0x50bd10	HouseClass::ReshroudMap	FUNC
0x50bd30	HouseClass::GetArmorMultiplier	FUNC
0x50bf60	HouseClass::CalculateCostMultipliers	FUNC
0x50c8c0	HouseClass::Cheer	FUNC
0x50cbf0	HouseClass::PickIonCannonTarget	FUNC
0x50d170	HouseClass::PickTargetByType	FUNC
0x50d320	HouseClass::RespawnStartingBuildings	FUNC
